schoolsupplier_id,store_page,raw_name,urn,schoolsupplier_id,school_name,supplier_code
402,https://www.stevensons.co.uk/school-finder/pokesdown-primary-school-bournemouth,,,,"POKESDOWN PRIMARY SCHOOL, BOURNEMOUTH",ste
403,https://www.stevensons.co.uk/school-finder/poole-grammar-school-poole,,,,"POOLE GRAMMAR SCHOOL, POOLE",ste
404,https://www.stevensons.co.uk/school-finder/prae-wood-primary-school-st-albans,,,,"PRAE WOOD PRIMARY SCHOOL, ST. ALBANS",ste
405,https://www.stevensons.co.uk/school-finder/presdales-school-ware,,,,"PRESDALES SCHOOL, WARE",ste
406,https://www.stevensons.co.uk/school-finder/preston-hedges-primary-school-northampton,,,,"PRESTON HEDGE'S PRIMARY SCHOOL, NORTHAMPTON",ste
407,https://www.stevensons.co.uk/school-finder/pulham-church-of-england-primary-school-diss,,,,"PULHAM CHURCH OF ENGLAND PRIMARY SCHOOL, DISS",ste
408,https://www.stevensons.co.uk/school-finder/queen-elizabeth-grammar-school-wakefield,,,,"QUEEN ELIZABETH GRAMMAR SCHOOL, WAKEFIELD",ste
409,https://www.stevensons.co.uk/school-finder/queens-college-preparatory-school-london,,,,"QUEEN'S COLLEGE PREPARATORY SCHOOL, LONDON",ste
410,https://www.stevensons.co.uk/school-finder/queens-college,,,,"QUEEN'S COLLEGE, LONDON",ste
411,https://www.stevensons.co.uk/school-finder/queens-gate-school,,,,"QUEEN'S GATE SCHOOL, LONDON",ste
412,https://www.stevensons.co.uk/school-finder/queens-park-academy-bournemouth,,,,"QUEENS PARK ACADEMY, BOURNEMOUTH",ste
413,https://www.stevensons.co.uk/school-finder/queenswood-hatfield,,,,"QUEENSWOOD, HATFIELD",ste
414,https://www.stevensons.co.uk/school-finder/quinton-house-school-northampton,,,,"QUINTON HOUSE SCHOOL, NORTHAMPTON",ste
415,https://www.stevensons.co.uk/school-finder/radley-college,,,,"RADLEY COLLEGE, ABINGDON",ste
416,https://www.stevensons.co.uk/school-finder/radnor-house-prep-school,,,,"RADNOR HOUSE PREP SCHOOL, RICHMOND",ste
417,https://www.stevensons.co.uk/school-finder/kneller-hall,,,,"RADNOR HOUSE SENIOR SCHOOL, TWICKENHAM",ste
418,https://www.stevensons.co.uk/school-finder/radstock-primary,,,,"RADSTOCK PRIMARY, READING",ste
419,https://www.stevensons.co.uk/school-finder/rainbow-primary-leadership-academy,,,,"RAINBOW PRIMARY LEADERSHIP ACADEMY, BRADFORD",ste
420,https://www.stevensons.co.uk/school-finder/reading-blue-coat-school-sonning-on-thames,,,,"READING BLUE COAT SCHOOL, SONNING ON THAMES",ste
421,https://www.stevensons.co.uk/school-finder/reading-girls-school-reading,,,,"READING GIRLS SCHOOL, READING",ste
422,https://www.stevensons.co.uk/school-finder/reading-school-reading,,,,"READING SCHOOL, READING",ste
423,https://www.stevensons.co.uk/school-finder/repton-school,,,,"REPTON SCHOOL, DERBY",ste
424,https://www.stevensons.co.uk/school-finder/rgs-dodderhill,,,,"RGS DODDERHILL, DROITWICH SPA",ste
425,https://www.stevensons.co.uk/school-finder/rgs-preparatory-school-guildford,,,,"RGS PREPARATORY SCHOOL, GUILDFORD",ste
426,https://www.stevensons.co.uk/school-finder/rgs-springfield,,,,"RGS SPRINGFIELD, WORCESTER",ste
427,https://www.stevensons.co.uk/school-finder/rgs-the-grange,,,,"RGS THE GRANGE, WORCESTER",ste
428,https://www.stevensons.co.uk/school-finder/rgs-worcester,,,,RGS WORCESTER,ste
429,https://www.stevensons.co.uk/school-finder/richard-hale-school-hertford,,,,"RICHARD HALE SCHOOL, HERTFORD",ste
430,https://www.stevensons.co.uk/school-finder/ridge-house-hermitage,,,,"RIDGE HOUSE, HERMITAGE",ste
431,https://www.stevensons.co.uk/school-finder/ridgeway-academy-welwyn-garden-city,,,,"RIDGEWAY ACADEMY, WELWYN GARDEN CITY",ste
432,https://www.stevensons.co.uk/school-finder/ringwood-school-7,,,,"RINGWOOD SCHOOL, HAMPSHIRE",ste
433,https://www.stevensons.co.uk/school-finder/rivers-academy-feltham,,,,"RIVERS ACADEMY, FELTHAM",ste
434,https://www.stevensons.co.uk/school-finder/robert-barclay-academy-hoddesdon,,,,"ROBERT BARCLAY ACADEMY, HODDESDON",ste
435,https://www.stevensons.co.uk/school-finder/robert-douglas-memorial-primary-school-perth,,,,"ROBERT DOUGLAS MEMORIAL PRIMARY SCHOOL, PERTH",ste
436,https://www.stevensons.co.uk/school-finder/robert-gordons-college-aberdeen,,,,"ROBERT GORDON'S COLLEGE, ABERDEEN",ste
437,https://www.stevensons.co.uk/school-finder/rockland-st-mary-primary-school-norwich,,,,"ROCKLAND ST. MARY PRIMARY SCHOOL, NORWICH",ste
438,https://www.stevensons.co.uk/school-finder/rodborough,,,,"RODBOROUGH SCHOOL, GODALMING",ste
439,https://www.stevensons.co.uk/school-finder/rosebery-school-epsom,,,,"ROSEBERY SCHOOL, EPSOM",ste
440,https://www.stevensons.co.uk/school-finder/roundwood-park-senior-school-harpenden,,,,"ROUNDWOOD PARK SENIOR SCHOOL, HARPENDEN",ste
441,https://www.stevensons.co.uk/school-finder/roundwood-primary-school-harpenden,,,,"ROUNDWOOD PRIMARY SCHOOL, HARPENDEN",ste
442,https://www.stevensons.co.uk/school-finder/royal-grammar-school-guildford,,,,"ROYAL GRAMMAR SCHOOL, GUILDFORD",ste
443,https://www.stevensons.co.uk/school-finder/royal-russell-school,,,,"ROYAL RUSSELL SCHOOL, CROYDON",ste
444,https://www.stevensons.co.uk/school-finder/royal-school-of-dunkeld-dunkeld,,,,"ROYAL SCHOOL OF DUNKELD, DUNKELD",ste
445,https://www.stevensons.co.uk/school-finder/rupert-house-school,,,,"RUPERT HOUSE SCHOOL, HENLEY-ON-THAMES",ste
446,https://www.stevensons.co.uk/school-finder/saint-cecilias-church-of-england-school-wandsworth,,,,"SAINT CECILIA'S CHURCH OF ENGLAND SCHOOL, WANDSWORTH",ste
447,https://www.stevensons.co.uk/school-finder/samuel-ryder-academy-st-albans,,,,"SAMUEL RYDER ACADEMY, ST. ALBANS",ste
448,https://www.stevensons.co.uk/school-finder/sancton-wood-school-cambridge,,,,"SANCTON WOOD SCHOOL, CAMBRIDGE",ste
449,https://www.stevensons.co.uk/school-finder/sandringham-school-st-albans,,,,"SANDRINGHAM SCHOOL, ST. ALBANS",ste
450,https://www.stevensons.co.uk/school-finder/sciennes-primary-school-edinburgh,,,,"SCIENNES PRIMARY SCHOOL, EDINBURGH",ste
451,https://www.stevensons.co.uk/school-finder/sewell-park-academy-norwich,,,,"SEWELL PARK ACADEMY, NORWICH",ste
452,https://www.stevensons.co.uk/school-finder/sexeys-school-bruton,,,,"SEXEYS SCHOOL, BRUTON",ste
453,https://www.stevensons.co.uk/school-finder/shenley-primary-school-shenley,,,,"SHENLEY PRIMARY SCHOOL, SHENLEY",ste
454,https://www.stevensons.co.uk/school-finder/sherfield-school-hook,,,,"SHERFIELD SCHOOL, HOOK",ste
455,https://www.stevensons.co.uk/school-finder/sheringham-high-school-sheringham,,,,"SHERINGHAM HIGH SCHOOL, SHERINGHAM",ste
456,https://www.stevensons.co.uk/school-finder/sherrardswood-school-welwyn-garden-city,,,,"SHERRARDSWOOD SCHOOL, WELWYN GARDEN CITY",ste
457,https://www.stevensons.co.uk/school-finder/simon-balle-school-hertford,,,,"SIMON BALLE SCHOOL, HERTFORD",ste
458,https://www.stevensons.co.uk/school-finder/sir-john-lawes-school-harpenden,,,,"SIR JOHN LAWES SCHOOL, HARPENDEN",ste
459,https://www.stevensons.co.uk/school-finder/skyswood-primary-school-nursery-st-albans,,,,"SKYSWOOD PRIMARY SCHOOL & NURSERY, ST. ALBANS",ste
460,https://www.stevensons.co.uk/school-finder/small-heath-leadership-academy-birmingham,,,,"SMALL HEATH LEADERSHIP ACADEMY, BIRMINGHAM",ste
461,https://www.stevensons.co.uk/school-finder/somerhill-derwent-lodge-16,,,,"SOMERHILL DERWENT LODGE, TONBRIDGE",ste
462,https://www.stevensons.co.uk/school-finder/somerhill-10,,,,"SOMERHILL PRE-PREP, TONBRIDGE",ste
463,https://www.stevensons.co.uk/school-finder/somerhill-yardley-court-11,,,,"SOMERHILL YARDLEY COURT, TONBRIDGE",ste
464,https://www.stevensons.co.uk/school-finder/sparhawk-infant-and-nursery-school-norwich,,,,"SPARHAWK INFANT AND NURSERY SCHOOL, NORWICH",ste
465,https://www.stevensons.co.uk/school-finder/spring-lane-primary-school-northampton,,,,"SPRING LANE PRIMARY SCHOOL, NORTHAMPTON",ste
466,https://www.stevensons.co.uk/school-finder/st-bartholomews-cofe-primary-school,,,,"ST BARTHOLOMEW'S C OF E PRIMARY SCHOOL, HASLEMERE",ste
467,https://www.stevensons.co.uk/school-finder/st-georges-school-for-girls-edinburgh,,,,"ST GEORGE'S SCHOOL, EDINBURGH",ste
468,https://www.stevensons.co.uk/school-finder/st-helen-st-katharine,,,,"ST HELEN & ST KATHARINE, ABINGDON",ste
469,https://www.stevensons.co.uk/school-finder/st-hildas-school-harpenden,,,,"ST HILDA'S SCHOOL, HARPENDEN",ste
470,https://www.stevensons.co.uk/school-finder/st-ives-school,,,,"ST IVES SCHOOL, HASLEMERE",ste
471,https://www.stevensons.co.uk/school-finder/st-james-preparatory-school-london,,,,"ST JAMES NURSERY & PREPARATORY SCHOOL, LONDON",ste
472,https://www.stevensons.co.uk/school-finder/st-james-senior-boys-school-ashford,,,,"ST JAMES SENIOR BOYS' SCHOOL, ASHFORD",ste
473,https://www.stevensons.co.uk/school-finder/st-james-senior-girls-school-london,,,,"ST JAMES SENIOR GIRLS' SCHOOL, LONDON",ste
474,https://www.stevensons.co.uk/school-finder/st-johns-walham-green-church-of-england-primary-school,,,,"ST JOHN'S WALHAM GREEN CHURCH OF ENGLAND PRIMARY SCHOOL, FULHAM",ste
475,https://www.stevensons.co.uk/school-finder/st-josephs-college,,,,"ST JOSEPH'S COLLEGE, READING",ste
476,https://www.stevensons.co.uk/school-finder/st-michaels-cofe-primary-school,,,,"ST MICHAEL'S COFE PREP SCHOOL, LEIGH-ON-SEA",ste
477,https://www.stevensons.co.uk/school-finder/st-peters-catholic-school-guildford,,,,"ST PETER'S CATHOLIC SCHOOL, GUILDFORD",ste
478,https://www.stevensons.co.uk/school-finder/st-peters-preparatory-school-lympstone,,,,"ST PETER'S PREPARATORY SCHOOL, LYMPSTONE",ste
479,https://www.stevensons.co.uk/school-finder/st-peters-school-31,,,,"ST PETER'S SCHOOL, ST. ALBANS",ste
480,https://www.stevensons.co.uk/school-finder/st-adrians-catholic-primary-school-st-albans,,,,"ST. ADRIANS CATHOLIC PRIMARY SCHOOL, ST. ALBANS",ste
481,https://www.stevensons.co.uk/school-finder/ss-alban-stephen-catholic-primary-school,,,,"ST. ALBAN & ST. STEPHEN CATHOLIC PRIMARY SCHOOL, ST. ALBANS",ste
482,https://www.stevensons.co.uk/school-finder/st-albans-girls-school-st-albans,,,,"ST. ALBANS GIRLS' SCHOOL, ST. ALBANS",ste
483,https://www.stevensons.co.uk/school-finder/st-albans-high-school-for-girls-st-albans,,,,"ST. ALBANS HIGH SCHOOL FOR GIRLS, ST. ALBANS",ste
484,https://www.stevensons.co.uk/school-finder/st-aloysius-catholic-primary-school-oxford,,,,"ST. ALOYSIUS CATHOLIC PRIMARY SCHOOL, OXFORD",ste
485,https://www.stevensons.co.uk/school-finder/st-ambrose-high-school,,,,"ST. AMBROSE HIGH SCHOOL, COATBRIDGE",ste
486,https://www.stevensons.co.uk/school-finder/st-andrew-the-apostle-school-barnet,,,,"ST. ANDREW THE APOSTLE SCHOOL, BARNET",ste
487,https://www.stevensons.co.uk/school-finder/st-andrews-st-brides-high-school-east-kilbride,,,,"ST. ANDREW'S & ST. BRIDE'S HIGH SCHOOL, EAST KILBRIDE",ste
488,https://www.stevensons.co.uk/school-finder/st-augustines-catholic-primary-school-norwich,,,,"ST. AUGUSTINE'S CATHOLIC PRIMARY SCHOOL, NORWICH",ste
489,https://www.stevensons.co.uk/school-finder/st-augustines-high-school-edinburgh,,,,"ST. AUGUSTINE'S HIGH SCHOOL, EDINBURGH",ste
490,https://www.stevensons.co.uk/school-finder/st-bernadette-catholic-primary-school-st-albans,,,,"ST. BERNADETTE CATHOLIC PRIMARY SCHOOL, ST. ALBANS",ste
491,https://www.stevensons.co.uk/school-finder/st-cadocs-primary-school-newton-mearns,,,,"ST. CADOC'S PRIMARY SCHOOL, NEWTON MEARNS",ste
492,https://www.stevensons.co.uk/school-finder/st-catherines-school-twickenham,,,,"ST. CATHERINE'S SCHOOL, TWICKENHAM",ste
493,https://www.stevensons.co.uk/school-finder/st-christophers-school-epsom,,,,"ST. CHRISTOPHER'S SCHOOL, EPSOM",ste
494,https://www.stevensons.co.uk/school-finder/st-clares-primary-school-newton-mearns,,,,"ST. CLARE'S PRIMARY SCHOOL, NEWTON MEARNS",ste
495,https://www.stevensons.co.uk/school-finder/st-clements-st-johns-infant-school-bournemouth,,,,"ST. CLEMENTS & ST. JOHNS INFANT SCHOOL, BOURNEMOUTH",ste
496,https://www.stevensons.co.uk/school-finder/st-columbas-college-st-albans,,,,"ST. COLUMBA'S COLLEGE, ST. ALBANS",ste
497,https://www.stevensons.co.uk/school-finder/st-crispins-school-wokingham,,,,"ST. CRISPINS SCHOOL, WOKINGHAM",ste
498,https://www.stevensons.co.uk/school-finder/st-dominic-catholic-primary-school-harpenden,,,,"ST. DOMINIC CATHOLIC PRIMARY SCHOOL, HARPENDEN",ste
499,https://www.stevensons.co.uk/school-finder/st-edmunds-college-and-prep-ware,,,,"ST. EDMUND'S COLLEGE AND PREP, WARE",ste
500,https://www.stevensons.co.uk/school-finder/st-edmunds-hindhead-321,,,,"ST. EDMUND'S, HINDHEAD",ste
501,https://www.stevensons.co.uk/school-finder/st-edwards-prep-reading,,,,"ST. EDWARD'S PREP, READING",ste
502,https://www.stevensons.co.uk/school-finder/st-francis-of-assisi-catholic-primary-school-norwich,,,,"ST. FRANCIS OF ASSISI CATHOLIC PRIMARY SCHOOL, NORWICH",ste
503,https://www.stevensons.co.uk/school-finder/st-francis-school,,,,"ST. FRANCIS SCHOOL, PEWSEY",ste
504,https://www.stevensons.co.uk/school-finder/st-gabriels-newbury,,,,"ST. GABRIEL'S, NEWBURY",ste
505,https://www.stevensons.co.uk/school-finder/st-georges-school-harpenden,,,,"ST. GEORGE'S SCHOOL, HARPENDEN",ste
506,https://www.stevensons.co.uk/school-finder/st-georges-ascot-212,,,,"ST. GEORGE'S, ASCOT",ste
507,https://www.stevensons.co.uk/school-finder/st-gregorys-catholic-primary-school-northampton,,,,"ST. GREGORY'S CATHOLIC PRIMARY SCHOOL, NORTHAMPTON",ste
508,https://www.stevensons.co.uk/school-finder/st-hildas-preparatory-school-for-girls-bushey,,,,"ST. HILDAS PREPARATORY SCHOOL FOR GIRLS, BUSHEY",ste
509,https://www.stevensons.co.uk/school-finder/st-hughs-faringdon,,,,"ST. HUGH'S, FARINGDON",ste
510,https://www.stevensons.co.uk/school-finder/st-james-catholic-primary-school-twickenham,,,,"ST. JAMES CATHOLIC PRIMARY SCHOOL, TWICKENHAM",ste
511,https://www.stevensons.co.uk/school-finder/st-james-ce-va-primary-academy-bournemouth,,,,"ST. JAMES CE VA PRIMARY ACADEMY, BOURNEMOUTH",ste
512,https://www.stevensons.co.uk/school-finder/st-john-fisher-school-st-albans,,,,"ST. JOHN FISHER SCHOOL, ST. ALBANS",ste
513,https://www.stevensons.co.uk/school-finder/st-johns-beaumont-old-windsor,,,,"ST. JOHN'S BEAUMONT, OLD WINDSOR",ste
514,https://www.stevensons.co.uk/school-finder/st-johns-rc-academy-perth,,,,"ST. JOHN'S RC ACADEMY, PERTH",ste
515,https://www.stevensons.co.uk/school-finder/st-josephs-catholic-primary-school-epsom,,,,"ST. JOSEPH'S CATHOLIC PRIMARY SCHOOL, EPSOM",ste
516,https://www.stevensons.co.uk/school-finder/st-josephs-catholic-primary-school-guildford,,,,"ST. JOSEPH'S CATHOLIC PRIMARY SCHOOL, GUILDFORD",ste
517,https://www.stevensons.co.uk/school-finder/st-josephs-catholic-primary-bracknell,,,,"ST. JOSEPH'S CATHOLIC PRIMARY, BRACKNELL",ste
518,https://www.stevensons.co.uk/school-finder/st-josephs-in-the-park-hertingfordbury,,,,"ST. JOSEPH'S IN THE PARK, HERTINGFORDBURY",ste
519,https://www.stevensons.co.uk/school-finder/st-josephs-primary-school-clarkston,,,,"ST. JOSEPH'S PRIMARY SCHOOL, CLARKSTON",ste
520,https://www.stevensons.co.uk/school-finder/st-katharines-school-bournemouth,,,,"ST. KATHARINES SCHOOL, BOURNEMOUTH",ste
521,https://www.stevensons.co.uk/school-finder/st-leonards-school-st-andrews,,,,"ST. LEONARDS SCHOOL, ST. ANDREWS",ste
522,https://www.stevensons.co.uk/school-finder/st-madoes-primary-school-perth,,,,"ST. MADOES PRIMARY SCHOOL, PERTH",ste
523,https://www.stevensons.co.uk/school-finder/st-margarets-academy-edinburgh,,,,"ST. MARGARET'S ACADEMY, LIVINGSTON",ste
524,https://www.stevensons.co.uk/school-finder/st-margarets-school-for-girls-aberdeen,,,,"ST. MARGARET'S SCHOOL FOR GIRLS, ABERDEEN",ste
525,https://www.stevensons.co.uk/school-finder/st-martins-catholic-primary-school-reading,,,,"ST. MARTIN'S CATHOLIC PRIMARY SCHOOL, READING",ste
526,https://www.stevensons.co.uk/school-finder/st-marys-c-of-e-junior-academy-long-stratton,,,,"ST. MARY'S C OF E JUNIOR ACADEMY, LONG STRATTON",ste
527,https://www.stevensons.co.uk/school-finder/st-marys-catholic-primary-school-northampton,,,,"ST. MARY'S CATHOLIC PRIMARY SCHOOL, NORTHAMPTON",ste
528,https://www.stevensons.co.uk/school-finder/st-marys-school-melrose,,,,"ST. MARY'S SCHOOL, MELROSE",ste
529,https://www.stevensons.co.uk/school-finder/st-marys-st-peters-ce-school-teddington,,,,"ST. MARYS & ST. PETERS CE SCHOOL, TEDDINGTON",ste
530,https://www.stevensons.co.uk/school-finder/st-marys-ce-school-twickenham,,,,"ST. MARYS CE SCHOOL, TWICKENHAM",ste
531,https://www.stevensons.co.uk/school-finder/st-michaels-catholic-high-school-garston,,,,"ST. MICHAELS CATHOLIC HIGH SCHOOL, GARSTON",ste
532,https://www.stevensons.co.uk/school-finder/st-michaels-ce-primary-school-highgate,,,,"ST. MICHAELS CE PRIMARY SCHOOL, HIGHGATE",ste
533,https://www.stevensons.co.uk/school-finder/st-michaels-ce-va-primary-school-st-albans,,,,"ST. MICHAELS CE VA PRIMARY SCHOOL, ST. ALBANS",ste
534,https://www.stevensons.co.uk/school-finder/st-nicholas-primary-school-oxford,,,,"ST. NICHOLAS PRIMARY SCHOOL, OXFORD",ste
535,https://www.stevensons.co.uk/school-finder/st-ninians-episcopal-primary-school-perth,,,,"ST. NINIAN'S EPISCOPAL PRIMARY SCHOOL, PERTH",ste
536,https://www.stevensons.co.uk/school-finder/st-ninians-high-school-giffnock,,,,"ST. NINIAN'S HIGH SCHOOL, GIFFNOCK",ste
537,https://www.stevensons.co.uk/school-finder/st-ninians-high-school-kirkintilloch,,,,"ST. NINIAN'S HIGH SCHOOL, KIRKINTILLOCH",ste
538,https://www.stevensons.co.uk/school-finder/st-oswalds-cofe-academy-doncaster,,,,"ST. OSWALD'S COFE ACADEMY, DONCASTER",ste
539,https://www.stevensons.co.uk/school-finder/st-pauls-girls-school-london,,,,"ST. PAULS GIRLS SCHOOL, LONDON",ste
540,https://www.stevensons.co.uk/school-finder/st-peters-rc-primary-school-edinburgh,,,,"ST. PETER'S RC PRIMARY SCHOOL, EDINBURGH",ste
541,https://www.stevensons.co.uk/school-finder/st-peters-primary-school-bournemouth,,,,"ST. PETERS PRIMARY SCHOOL, BOURNEMOUTH",ste
542,https://www.stevensons.co.uk/school-finder/st-peters-school-bournemouth,,,,"ST. PETERS SCHOOL, BOURNEMOUTH",ste
543,https://www.stevensons.co.uk/school-finder/st-richard-reynolds-catholic-high-school-twickenham,,,,"ST. RICHARD REYNOLDS CATHOLIC HIGH SCHOOL, TWICKENHAM",ste
544,https://www.stevensons.co.uk/school-finder/st-richard-reynolds-catholic-primary-school-twickenham,,,,"ST. RICHARD REYNOLDS CATHOLIC PRIMARY SCHOOL, TWICKENHAM",ste
545,https://www.stevensons.co.uk/school-finder/st-rochs-secondary-school-glasgow,,,,"ST. ROCH'S SECONDARY SCHOOL, GLASGOW",ste
546,https://www.stevensons.co.uk/school-finder/st-roses-boxmoor,,,,"ST. ROSES, BOXMOOR",ste
547,https://www.stevensons.co.uk/school-finder/st-swithuns-winchester,,,,"ST. SWITHUNS, WINCHESTER",ste
548,https://www.stevensons.co.uk/school-finder/st-thomas-aquinas-rc-secondary-school-jordanhill,,,,"ST. THOMAS AQUINAS RC SECONDARY SCHOOL, JORDANHILL",ste
549,https://www.stevensons.co.uk/school-finder/stalham-high-school-norwich,,,,"STALHAM HIGH SCHOOL, NORWICH",ste
550,https://www.stevensons.co.uk/school-finder/stanley-primary-school-perth,,,,"STANLEY PRIMARY SCHOOL, PERTH",ste
551,https://www.stevensons.co.uk/school-finder/star-salford-academy,,,,"STAR SALFORD ACADEMY, WORSLEY",ste
552,https://www.stevensons.co.uk/school-finder/starbank-school-birmingham,,,,"STARBANK PRIMARY SCHOOL, BIRMINGHAM",ste
553,https://www.stevensons.co.uk/school-finder/starbank-secondary-school-birmingham,,,,"STARBANK SECONDARY SCHOOL, BIRMINGHAM",ste
554,https://www.stevensons.co.uk/school-finder/stewarts-melville-college-edinburgh,,,,"STEWART'S MELVILLE COLLEGE, EDINBURGH",ste
555,https://www.stevensons.co.uk/school-finder/stimpson-avenue-academy-northampton,,,,"STIMPSON AVENUE ACADEMY, NORTHAMPTON",ste
556,https://www.stevensons.co.uk/school-finder/stonelaw-high-school,,,,"STONELAW HIGH SCHOOL, GLASGOW",ste
557,https://www.stevensons.co.uk/school-finder/stonyhurst-college-clitheroe,,,,"STONYHURST COLLEGE, CLITHEROE",ste
558,https://www.stevensons.co.uk/school-finder/stoughton-infant-and-nursery-school,,,,"STOUGHTON INFANT AND NURSERY SCHOOL, GUILDFORD",ste
559,https://www.stevensons.co.uk/school-finder/stourfield-junior-school-bournemouth,,,,"STOURFIELD INFANT & JUNIOR SCHOOLS, BOURNEMOUTH",ste
560,https://www.stevensons.co.uk/school-finder/stradbroke-high-school,,,,"STRADBROKE HIGH SCHOOL, STRADBROKE",ste
561,https://www.stevensons.co.uk/school-finder/summer-fields-oxford-11,,,,"SUMMER FIELDS, OXFORD",ste
562,https://www.stevensons.co.uk/school-finder/sutton-high-school-sutton,,,,"SUTTON HIGH SCHOOL, SUTTON",ste
563,https://www.stevensons.co.uk/school-finder/tadworth-primary-school-tadworth,,,,"TADWORTH PRIMARY SCHOOL, TADWORTH",ste
